date,phu_name,at_least_one_dose_cumulative,fully_vaccinated_cumulative,third_dose_cumulative,total_population,percent_at_least_one_dose,percent_fully_vaccinated,percent_3doses,phu_num,active_cases,resolved_cases,deaths,archived_resolved_cases,archived_deaths,percent_active_cases,percent_deaths,percent_resolved_cases
2022-01-13,CHATHAM-KENT,84938.0,79789.0,41287.0,101565,83.63000000000001,78.56,40.65,2240,893,3946,39,3943.0,42.0,0.8792398956333383,0.03839905479249742,3.8851966720819178
2022-01-13,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",184230.0,169963.0,104887.0,200252,92.0,84.87,52.38,2241,1442,6272,25,6272.0,25.0,0.7200926832191439,0.012484269820026766,3.1320536124483147
2022-01-13,LAMBTON COUNTY,103269.0,97643.0,40499.0,126574,81.58999999999999,77.14,32.0,2242,1396,5883,89,5880.0,92.0,1.1029121304533316,0.07031459857474678,4.647873970957701
2022-01-13,"LEEDS, GRENVILLE AND LANARK DISTRICT",160197.0,150796.0,78895.0,172131,93.07,87.61,45.83,2243,992,3650,67,3650.0,67.0,0.5763052558806955,0.038923842887103426,2.120478008028769
2022-01-13,MIDDLESEX-LONDON,437956.0,408245.0,176074.0,485049,90.29,84.17,36.3,2244,4157,20627,262,20625.0,264.0,0.8570268158474712,0.0540151613548322,4.2525600506340595
2022-01-13,NIAGARA REGION,396107.0,371987.0,163439.0,460171,86.08,80.84,35.52,2246,3832,22918,453,22913.0,458.0,0.8327339184781309,0.09844166625015482,4.980322532276045
2022-01-13,NORTH BAY PARRY SOUND DISTRICT,104710.0,98438.0,52132.0,123747,84.61999999999999,79.55,42.13,2247,472,1667,9,1667.0,9.0,0.3814233880417303,0.0072729035855414684,1.3471033641219585
2022-01-13,NORTHWESTERN,71841.0,65014.0,29673.0,76333,94.12,85.17,38.87,2249,688,1793,10,1792.0,11.0,0.9013139795370285,0.0131004938886196,2.3489185542294946
2022-01-13,CITY OF OTTAWA,910135.0,840756.0,451668.0,992312,91.72,84.73,45.519999999999996,2251,7533,43606,621,43590.0,637.0,0.7591362394085731,0.06258112367884294,4.394384024379429
2022-01-13,PEEL REGION,1299948.0,1217112.0,403092.0,1481534,87.74,82.15,27.21,2253,14969,133360,1008,133324.0,1044.0,1.0103716823238618,0.06803758806750301,9.001480897502184
2022-01-13,PETERBOROUGH COUNTY-CITY,122437.0,115159.0,63070.0,141576,86.48,81.34,44.55,2255,816,3268,33,3267.0,34.0,0.5763688760806917,0.023309035429733855,2.308300841950613
2022-01-13,PORCUPINE,69790.0,63724.0,30264.0,80737,86.44,78.93,37.480000000000004,2256,718,2909,31,2909.0,31.0,0.8893072568958471,0.0383962743228012,3.6030568388718924
2022-01-13,RENFREW COUNTY AND DISTRICT,85055.0,79321.0,36016.0,103045,82.54,76.98,34.949999999999996,2257,619,1554,16,1554.0,16.0,0.6007084283565433,0.015527196855742637,1.5080789946140034
2022-01-13,EASTERN ONTARIO,177987.0,165306.0,71392.0,205075,86.79,80.61,34.81,2258,2466,8145,132,8129.0,148.0,1.2024868950384004,0.06436669511154457,3.97171766426917
2022-01-13,SIMCOE MUSKOKA DISTRICT,491208.0,460462.0,210415.0,575014,85.42999999999999,80.08,36.59,2260,4616,22186,280,22172.0,294.0,0.8027630631602013,0.04869446656950961,3.8583408403969295
2022-01-13,SUDBURY AND DISTRICT,171392.0,159529.0,76390.0,196072,87.41,81.36,38.96,2261,1678,5441,64,5441.0,64.0,0.8558080705047125,0.03264107062711657,2.775001020033457
2022-01-13,THUNDER BAY DISTRICT,131366.0,121918.0,54467.0,149989,87.58,81.28,36.309999999999995,2262,937,4400,72,4400.0,72.0,0.6247124789151204,0.048003520258152264,2.933548460220416
2022-01-13,TIMISKAMING,27149.0,25207.0,13939.0,32164,84.41,78.36999999999999,43.34,2263,168,623,3,621.0,5.0,0.5223230941425197,0.00932719810968785,1.93694814077851
2022-01-13,WATERLOO REGION,502272.0,468041.0,219101.0,573162,87.63,81.66,38.23,2265,5797,26773,322,26773.0,322.0,1.0114068971774124,0.05617957924635618,4.671105202368615
2022-01-13,WELLINGTON-DUFFERIN-GUELPH,259233.0,242775.0,117026.0,295016,87.87,82.28999999999999,39.67,2266,2228,12989,127,12985.0,131.0,0.7552132765680506,0.04304851262304417,4.402812050871817
2022-01-13,WINDSOR-ESSEX COUNTY,350262.0,328202.0,152863.0,410271,85.37,80.0,37.26,2268,3438,26201,508,26192.0,517.0,0.8379826992402581,0.12382059663003234,6.386266638392672
2022-01-13,YORK REGION,1002732.0,936671.0,420477.0,1143703,87.67,81.89999999999999,36.76,2270,9525,75570,851,75532.0,889.0,0.8328211082772364,0.07440742920146227,6.607484635434199
2022-01-13,TORONTO,2518589.0,2366590.0,1030852.0,2851090,88.34,83.00999999999999,36.16,3895,27009,215258,3632,215130.0,3760.0,0.947321901448218,0.12738987545114325,7.550024727384964
2022-01-13,SOUTHWESTERN,168726.0,158258.0,67730.0,206207,81.82000000000001,76.75,32.85,4913,1194,7470,124,7468.0,126.0,0.579029809851266,0.06013374909678139,3.6225734334915884
2022-01-13,HURON PERTH,116699.0,110040.0,58328.0,137903,84.61999999999999,79.80000000000001,42.3,5183,783,3494,78,3494.0,78.0,0.5677904033994909,0.05656149612408722,2.5336649674046248
2022-01-14,ALGOMA DISTRICT,98203.0,91457.0,48341.0,112839,87.03,81.05,42.84,2226,584,2219,21,2219.0,21.0,0.5175515557564317,0.018610586765214154,1.9665186681909623
2022-01-14,BRANT COUNTY,123905.0,115794.0,51950.0,144945,85.48,79.89,35.839999999999996,2227,1245,6793,44,6793.0,44.0,0.8589464969471179,0.030356342060781676,4.686605264065681
2022-01-14,DURHAM REGION,601013.0,560369.0,241977.0,671727,89.47,83.42,36.02,2230,6665,37368,394,37367.0,395.0,0.9922185649825003,0.05865478088568719,5.562974244000911
2022-01-14,GREY BRUCE,135306.0,127455.0,71763.0,167078,80.97999999999999,76.28,42.95,2233,486,4210,36,4210.0,36.0,0.2908821029698704,0.02154682244221262,2.5197811800476426
2022-01-14,HALDIMAND-NORFOLK,92391.0,87314.0,40947.0,114141,80.94,76.5,35.870000000000005,2234,835,4654,66,4645.0,75.0,0.7315513268676461,0.05782321865061634,4.077413024241946
2022-01-14,"HALIBURTON, KAWARTHA, PINE RIDGE",157380.0,148476.0,78907.0,183151,85.92999999999999,81.07,43.08,2235,1097,3809,65,3804.0,70.0,0.5989593286413942,0.035489841715305954,2.0797047245169287
2022-01-14,HALTON REGION,521158.0,482504.0,214094.0,579551,89.92,83.25,36.94,2236,4765,30009,231,29983.0,257.0,0.8221882112186848,0.039858442138828165,5.177973983307767
2022-01-14,CITY OF HAMILTON,475994.0,446614.0,216396.0,552042,86.22,80.9,39.2,2237,5567,34953,423,34945.0,431.0,1.0084377637933346,0.07662460464964622,6.331583466475377
2022-01-14,HASTINGS & PRINCE EDWARD COUNTIES,139386.0,129786.0,74429.0,164832,84.56,78.74,45.15,2238,1260,3669,23,3668.0,24.0,0.7644146767617938,0.013953601242477187,2.225902737332557
2022-01-14,CHATHAM-KENT,85007.0,79842.0,41832.0,101565,83.7,78.61,41.19,2240,845,4071,41,4068.0,44.0,0.8319795205041107,0.040368237089548564,4.0082705656476145
2022-01-14,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",184327.0,170168.0,105946.0,200252,92.05,84.98,52.910000000000004,2241,1272,6523,25,6523.0,25.0,0.6351996484429618,0.012484269820026766,3.2573956814413836
2022-01-14,LAMBTON COUNTY,103374.0,97745.0,42623.0,126574,81.67,77.22,33.67,2242,1204,6217,90,6214.0,93.0,0.9512222099325295,0.07110465024412596,4.9117512285303455
2022-01-14,"LEEDS, GRENVILLE AND LANARK DISTRICT",160401.0,150956.0,81522.0,172131,93.19,87.7,47.36,2243,848,3848,67,3848.0,67.0,0.4926480413173688,0.038923842887103426,2.235506678053343
2022-01-14,MIDDLESEX-LONDON,438361.0,408586.0,181355.0,485049,90.36999999999999,84.24000000000001,37.39,2244,3806,21292,263,21290.0,265.0,0.7846629928110357,0.05422132609282773,4.389659601401095
2022-01-14,NIAGARA REGION,396605.0,372412.0,168770.0,460171,86.19,80.93,36.68,2246,3491,23598,454,23593.0,459.0,0.7586310306386105,0.09865897677167836,5.128093686912039
2022-01-14,NORTH BAY PARRY SOUND DISTRICT,104906.0,98468.0,53197.0,123747,84.77,79.57,42.99,2247,415,1785,9,1785.0,9.0,0.335361665333301,0.0072729035855414684,1.442459211132391
2022-01-14,NORTHWESTERN,72021.0,65085.0,30676.0,76333,94.35,85.26,40.19,2249,636,1898,10,1897.0,11.0,0.8331914113162066,0.0131004938886196,2.48647374006
2022-01-14,CITY OF OTTAWA,911052.0,842557.0,460341.0,992312,91.81,84.91,46.39,2251,6683,44907,623,44891.0,639.0,0.6734776965309298,0.06278267319149622,4.5254919823603865
2022-01-14,PEEL REGION,1301037.0,1217688.0,414144.0,1481534,87.82,82.19,27.950000000000003,2253,13717,136174,1007,136137.0,1044.0,0.9258646780971614,0.06797009046029319,9.19141916419063
2022-01-14,PETERBOROUGH COUNTY-CITY,122504.0,115242.0,64889.0,141576,86.53,81.39999999999999,45.83,2255,759,3401,36,3400.0,37.0,0.5361078148838786,0.025428038650618746,2.40224331807651
2022-01-14,PORCUPINE,69847.0,63769.0,30879.0,80737,86.50999999999999,78.97999999999999,38.25,2256,592,3069,32,3069.0,32.0,0.7332449806160745,0.03963486381708511,3.801231157957318
2022-01-14,RENFREW COUNTY AND DISTRICT,85197.0,79427.0,37882.0,103045,82.67999999999999,77.08,36.76,2257,564,1688,17,1688.0,17.0,0.547333689164928,0.01649764665922655,1.6381192682808483
2022-01-14,EASTERN ONTARIO,178155.0,165438.0,73821.0,205075,86.87,80.67,36.0,2258,2144,8612,133,8596.0,149.0,1.0454711690844811,0.06485432158966231,4.199439229550165
2022-01-14,SIMCOE MUSKOKA DISTRICT,491573.0,460756.0,216054.0,575014,85.49,80.13,37.57,2260,4078,23054,279,23039.0,294.0,0.7092001238230722,0.04852055776033279,4.009293686762409
2022-01-14,SUDBURY AND DISTRICT,171650.0,159733.0,78252.0,196072,87.53999999999999,81.47,39.910000000000004,2261,1572,5652,66,5652.0,66.0,0.8017462972785507,0.03366110408421396,2.882614549757232
2022-01-14,THUNDER BAY DISTRICT,131517.0,122001.0,56771.0,149989,87.68,81.34,37.85,2262,895,4529,72,4529.0,72.0,0.5967104254311983,0.048003520258152264,3.019554767349606
2022-01-14,TIMISKAMING,27190.0,25243.0,14271.0,32164,84.54,78.48,44.37,2263,155,663,3,661.0,5.0,0.48190523566720556,0.00932719810968785,2.061310782241015
2022-01-14,WATERLOO REGION,502791.0,468598.0,224750.0,573162,87.72,81.76,39.21,2265,5456,27726,323,27726.0,323.0,0.9519123738140352,0.05635404998935729,4.837375820448669
2022-01-14,WELLINGTON-DUFFERIN-GUELPH,259531.0,243257.0,120242.0,295016,87.97,82.46,40.760000000000005,2266,1910,13473,127,13469.0,131.0,0.6474225126772785,0.04304851262304417,4.5668709493722375
2022-01-14,WINDSOR-ESSEX COUNTY,350772.0,328688.0,156158.0,410271,85.5,80.11,38.06,2268,3192,26747,510,26738.0,519.0,0.7780223315808332,0.12430807929393012,6.5193494056367625
2022-01-14,YORK REGION,1003738.0,937752.0,430600.0,1143703,87.76,81.99,37.65,2270,8515,77494,855,77455.0,894.0,0.7445114684494138,0.07475717034929523,6.775710127541854
2022-01-14,TORONTO,2521410.0,2369070.0,1055544.0,2851090,88.44,83.09,37.019999999999996,3895,24460,219764,3636,219632.0,3768.0,0.8579174982199791,0.1275301726708031,7.708069545331786
2022-01-14,SOUTHWESTERN,168954.0,158407.0,70632.0,206207,81.93,76.82,34.25,4913,1113,7663,126,7661.0,128.0,0.539748893102562,0.06110364827576173,3.716168704263192
2022-01-14,HURON PERTH,116871.0,110215.0,60034.0,137903,84.75,79.92,43.53,5183,670,3691,78,3691.0,78.0,0.48584874875818507,0.05656149612408722,2.6765190024872556
2022-01-15,ALGOMA DISTRICT,98354.0,91692.0,50094.0,112839,87.16000000000001,81.26,44.39,2226,547,2321,21,2321.0,21.0,0.4847614743129592,0.018610586765214154,2.0569129467648595
2022-01-15,BRANT COUNTY,124094.0,115922.0,53820.0,144945,85.61,79.97999999999999,37.13,2227,1074,7078,44,7078.0,44.0,0.7409707130290799,0.030356342060781676,4.883231570595743
2022-01-15,DURHAM REGION,601991.0,561047.0,248772.0,671727,89.62,83.52000000000001,37.03,2230,6541,38478,394,38476.0,396.0,0.9737586847037561,0.05865478088568719,5.728219946496122
2022-01-15,GREY BRUCE,135431.0,127578.0,75224.0,167078,81.06,76.36,45.019999999999996,2233,440,4315,36,4315.0,36.0,0.2633500520714876,0.02154682244221262,2.5826260788374293
2022-01-15,HALDIMAND-NORFOLK,92486.0,87414.0,42385.0,114141,81.03,76.58,37.13,2234,789,4770,66,4761.0,75.0,0.6912502956869135,0.05782321865061634,4.1790417115672716
2022-01-15,"HALIBURTON, KAWARTHA, PINE RIDGE",157372.0,148535.0,80781.0,183151,85.92,81.10000000000001,44.11,2235,949,4054,67,4049.0,72.0,0.5181516890434669,0.036581836845007674,2.2134741279053896
2022-01-15,HALTON REGION,521432.0,482949.0,221198.0,579551,89.97,83.33,38.17,2236,4152,31243,237,31217.0,263.0,0.7164166742875088,0.0408937263502263,5.39089743611865
2022-01-15,CITY OF HAMILTON,476722.0,447374.0,221627.0,552042,86.36,81.04,40.150000000000006,2237,4946,35994,422,35986.0,430.0,0.8959463229247049,0.0764434590121766,6.5201560750812435
2022-01-15,HASTINGS & PRINCE EDWARD COUNTIES,139492.0,129980.0,75747.0,164832,84.63000000000001,78.86,45.95,2238,1127,3881,23,3880.0,24.0,0.6837264608813822,0.013953601242477187,2.354518540089303
2022-01-15,CHATHAM-KENT,85074.0,79894.0,42431.0,101565,83.76,78.66,41.78,2240,776,4224,41,4221.0,44.0,0.764042731255846,0.040368237089548564,4.158913011372028
2022-01-15,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",184555.0,170402.0,107497.0,200252,92.16,85.09,53.68000000000001,2241,1000,6852,26,6852.0,26.0,0.49937079280107066,0.012983640612827837,3.4216886722729365
2022-01-15,LAMBTON COUNTY,103477.0,97831.0,44622.0,126574,81.75,77.29,35.25,2242,1020,6507,91,6504.0,94.0,0.8058527027667609,0.07189470191350515,5.140866212650307
2022-01-15,"LEEDS, GRENVILLE AND LANARK DISTRICT",160473.0,151038.0,82964.0,172131,93.23,87.75,48.199999999999996,2243,633,4113,67,4113.0,67.0,0.3677431723512906,0.038923842887103426,2.389459190965021
2022-01-15,MIDDLESEX-LONDON,438790.0,409003.0,186349.0,485049,90.46,84.32,38.42,2244,3322,22081,265,22079.0,267.0,0.6848792596211929,0.05463365556881882,4.5523235796795785
2022-01-15,NIAGARA REGION,396940.0,372706.0,174011.0,460171,86.26,80.99,37.81,2246,3198,24290,455,24285.0,460.0,0.6949590478322188,0.09887628729320187,5.278472567806316
2022-01-15,NORTH BAY PARRY SOUND DISTRICT,105021.0,98550.0,54637.0,123747,84.87,79.64,44.15,2247,308,1934,9,1934.0,9.0,0.24889492270519692,0.0072729035855414684,1.562866170493022
2022-01-15,NORTHWESTERN,72170.0,65189.0,31701.0,76333,94.55,85.39999999999999,41.53,2249,573,2021,10,2020.0,11.0,0.7506582998179031,0.0131004938886196,2.6476098148900213
2022-01-15,CITY OF OTTAWA,911881.0,844360.0,469050.0,992312,91.89,85.09,47.27,2251,5830,46222,627,46206.0,643.0,0.5875168293843065,0.06318577221680279,4.658010786929917
2022-01-15,PEEL REGION,1302353.0,1218399.0,425389.0,1481534,87.91,82.24000000000001,28.71,2253,12443,138977,1011,138939.0,1049.0,0.8398727265118452,0.06824008088913248,9.380614957199768
2022-01-15,PETERBOROUGH COUNTY-CITY,122538.0,115297.0,66508.0,141576,86.55000000000001,81.44,46.98,2255,721,3518,36,3517.0,37.0,0.5092671074193366,0.025428038650618746,2.484884443691021
2022-01-15,PORCUPINE,69997.0,63864.0,31621.0,80737,86.7,79.10000000000001,39.17,2256,485,3217,32,3217.0,32.0,0.6007159047276961,0.03963486381708511,3.9845424031113366
2022-01-15,RENFREW COUNTY AND DISTRICT,85244.0,79481.0,38929.0,103045,82.73,77.13,37.78,2257,477,1805,17,1805.0,17.0,0.4629045562618273,0.01649764665922655,1.7516618952884662
2022-01-15,EASTERN ONTARIO,178362.0,165625.0,76283.0,205075,86.97,80.76,37.2,2258,1785,9100,134,9084.0,150.0,0.8704132634402049,0.06534194806778007,4.437400950871632
2022-01-15,SIMCOE MUSKOKA DISTRICT,491954.0,461080.0,221211.0,575014,85.56,80.19,38.47,2260,3483,24115,280,24100.0,295.0,0.6057243823628642,0.04869446656950961,4.193810933299015
2022-01-15,SUDBURY AND DISTRICT,171760.0,159850.0,79958.0,196072,87.6,81.53,40.78,2261,1509,5895,66,5895.0,66.0,0.7696152433799829,0.03366110408421396,3.006548614794565
2022-01-15,THUNDER BAY DISTRICT,131630.0,122097.0,58579.0,149989,87.76,81.39999999999999,39.06,2262,861,4651,72,4651.0,72.0,0.5740420964204042,0.048003520258152264,3.100894065564808
2022-01-15,TIMISKAMING,27205.0,25268.0,14411.0,32164,84.58,78.56,44.800000000000004,2263,156,679,3,677.0,5.0,0.48501430170376814,0.00932719810968785,2.1110558388260166
2022-01-15,WATERLOO REGION,503458.0,469283.0,230658.0,573162,87.83999999999999,81.88,40.239999999999995,2265,4967,28721,325,28721.0,325.0,0.8665961804864942,0.056702991475359496,5.01097420973477
2022-01-15,WELLINGTON-DUFFERIN-GUELPH,259822.0,243688.0,123031.0,295016,88.07000000000001,82.6,41.699999999999996,2266,1578,13946,127,13942.0,131.0,0.534886243457982,0.04304851262304417,4.727201236543102
2022-01-15,WINDSOR-ESSEX COUNTY,351347.0,329297.0,159002.0,410271,85.64,80.25999999999999,38.76,2268,3030,27280,512,27271.0,521.0,0.7385362358051142,0.12479556195782787,6.649263535565517
2022-01-15,YORK REGION,1004792.0,939022.0,440315.0,1143703,87.85,82.1,38.5,2270,7649,79226,857,79187.0,896.0,0.668792509943578,0.0749320409232117,6.927148044553524
2022-01-15,TORONTO,2523864.0,2371433.0,1077453.0,2851090,88.52,83.17999999999999,37.79,3895,21389,224870,3646,224735.0,3781.0,0.7502043078261297,0.12788091571995272,7.887158946227584
2022-01-15,SOUTHWESTERN,169110.0,158545.0,72727.0,206207,82.01,76.89,35.27,4913,1004,7865,126,7863.0,128.0,0.4868893878481332,0.06110364827576173,3.8141285213402063
2022-01-15,HURON PERTH,117027.0,110470.0,61537.0,137903,84.86,80.11,44.62,5183,553,3855,78,3855.0,78.0,0.4010065045720543,0.05656149612408722,2.79544317382508
2022-01-16,ALGOMA DISTRICT,98383.0,91763.0,50272.0,112839,87.19,81.32000000000001,44.55,2226,542,2359,21,2359.0,21.0,0.48033038222600344,0.018610586765214154,2.0905892466257234
2022-01-16,BRANT COUNTY,124205.0,116012.0,54764.0,144945,85.69,80.04,37.78,2227,1028,7222,44,7222.0,44.0,0.7092345372382628,0.030356342060781676,4.982579599158302
2022-01-16,DURHAM REGION,602730.0,561644.0,254048.0,671727,89.73,83.61,37.82,2230,6552,39166,394,39164.0,396.0,0.9753962547284836,0.05865478088568719,5.830642508042702
2022-01-16,GREY BRUCE,135462.0,127599.0,75538.0,167078,81.08,76.37,45.21,2233,420,4399,36,4399.0,36.0,0.25137959515914726,0.02154682244221262,2.6329019978692587
2022-01-16,HALDIMAND-NORFOLK,92516.0,87442.0,43024.0,114141,81.05,76.61,37.69,2234,785,4836,66,4827.0,75.0,0.6877458581929368,0.05782321865061634,4.236864930217889
2022-01-16,"HALIBURTON, KAWARTHA, PINE RIDGE",157428.0,148556.0,81523.0,183151,85.96000000000001,81.11,44.51,2235,820,4277,68,4272.0,73.0,0.4477180031777058,0.03712783440985853,2.3352315848671314
2022-01-16,HALTON REGION,521755.0,483446.0,226726.0,579551,90.03,83.42,39.12,2236,3797,32145,242,32119.0,268.0,0.6551623584464525,0.04175646319305808,5.546535162565503
2022-01-16,CITY OF HAMILTON,477467.0,448024.0,226072.0,552042,86.49,81.16,40.949999999999996,2237,4698,36588,423,36580.0,431.0,0.851022204832241,0.07662460464964622,6.6277565837381935
2022-01-16,HASTINGS & PRINCE EDWARD COUNTIES,139574.0,130063.0,76776.0,164832,84.68,78.91,46.58,2238,1055,4031,23,4030.0,24.0,0.6400456222092797,0.013953601242477187,2.44552028732285
2022-01-16,CHATHAM-KENT,85122.0,79962.0,42829.0,101565,83.81,78.73,42.17,2240,764,4315,41,4312.0,44.0,0.752227637473539,0.040368237089548564,4.248510805887855
2022-01-16,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",184684.0,170613.0,108274.0,200252,92.23,85.2,54.06999999999999,2241,847,7055,26,7055.0,26.0,0.42296706150250685,0.012983640612827837,3.5230609432115534
2022-01-16,LAMBTON COUNTY,103628.0,97932.0,45521.0,126574,81.87,77.37,35.96,2242,1044,6613,91,6610.0,94.0,0.8248139428318612,0.07189470191350515,5.2246116896045
2022-01-16,"LEEDS, GRENVILLE AND LANARK DISTRICT",160533.0,151110.0,83690.0,172131,93.26,87.79,48.620000000000005,2243,571,4233,67,4233.0,67.0,0.3317240938587471,0.038923842887103426,2.45917353643446
2022-01-16,MIDDLESEX-LONDON,439239.0,409326.0,189935.0,485049,90.56,84.39,39.160000000000004,2244,3120,22601,268,22599.0,270.0,0.6432339825460933,0.055252149782805446,4.6595292434372615
2022-01-16,NIAGARA REGION,397222.0,372985.0,177905.0,460171,86.32,81.05,38.66,2246,3057,24876,458,24871.0,463.0,0.6643182642974025,0.09952821885777242,5.405816533419099
2022-01-16,NORTH BAY PARRY SOUND DISTRICT,105079.0,98607.0,54784.0,123747,84.91,79.67999999999999,44.269999999999996,2247,290,1982,9,1982.0,9.0,0.23434911553411397,0.0072729035855414684,1.60165498961591
2022-01-16,NORTHWESTERN,72293.0,65241.0,32154.0,76333,94.71000000000001,85.47,42.120000000000005,2249,564,2073,10,2072.0,11.0,0.7388678553181455,0.0131004938886196,2.715732383110843
2022-01-16,CITY OF OTTAWA,912659.0,845717.0,475963.0,992312,91.97,85.22999999999999,47.97,2251,5374,47061,632,47045.0,648.0,0.5415635404993591,0.06368964599843598,4.742560807487967
2022-01-16,PEEL REGION,1303979.0,1219255.0,436642.0,1481534,88.02,82.3,29.470000000000002,2253,11918,141154,1011,141116.0,1049.0,0.8044364827266873,0.06824008088913248,9.527557248095556
2022-01-16,PETERBOROUGH COUNTY-CITY,122567.0,115344.0,66847.0,141576,86.57000000000001,81.47,47.22,2255,670,3648,37,3647.0,38.0,0.4732440526642934,0.026134373057580384,2.576707916596033
2022-01-16,PORCUPINE,70070.0,63917.0,31917.0,80737,86.79,79.17,39.53,2256,496,3251,33,3251.0,33.0,0.6143403891648191,0.04087345331136901,4.02665444591699
2022-01-16,RENFREW COUNTY AND DISTRICT,85324.0,79521.0,39870.0,103045,82.8,77.17,38.690000000000005,2257,431,1881,17,1881.0,17.0,0.4182638653015673,0.01649764665922655,1.8254160803532438
2022-01-16,EASTERN ONTARIO,178480.0,165724.0,77591.0,205075,87.03,80.81,37.84,2258,1650,9355,135,9339.0,151.0,0.8045836888943069,0.06582957454589784,4.5617457027916615
2022-01-16,SIMCOE MUSKOKA DISTRICT,492182.0,461303.0,224277.0,575014,85.59,80.22,39.0,2260,3385,24620,280,24604.0,296.0,0.5886813190635358,0.04869446656950961,4.281634881933309
2022-01-16,SUDBURY AND DISTRICT,171884.0,160001.0,80842.0,196072,87.66000000000001,81.6,41.23,2261,1514,6053,67,6053.0,67.0,0.7721653270227263,0.03417112081276266,3.087131257905259
2022-01-16,THUNDER BAY DISTRICT,131668.0,122108.0,58922.0,149989,87.79,81.41000000000001,39.28,2262,842,4744,72,4744.0,72.0,0.5613745007967251,0.048003520258152264,3.162898612564921
2022-01-16,TIMISKAMING,27204.0,25270.0,14422.0,32164,84.58,78.57,44.84,2263,152,699,3,697.0,5.0,0.47257803755751776,0.00932719810968785,2.173237159557269
2022-01-16,WATERLOO REGION,504167.0,469944.0,234998.0,573162,87.96000000000001,81.99,41.0,2265,4775,29442,327,29442.0,327.0,0.8330977978302819,0.05705193296136171,5.1367676154385675
2022-01-16,WELLINGTON-DUFFERIN-GUELPH,260003.0,243955.0,124444.0,295016,88.13,82.69,42.18,2266,1434,14213,127,14209.0,131.0,0.4860753315074437,0.04304851262304417,4.817704802451392
2022-01-16,WINDSOR-ESSEX COUNTY,351698.0,329679.0,161080.0,410271,85.72,80.36,39.26,2268,3149,27568,512,27559.0,521.0,0.7675414543070312,0.12479556195782787,6.719461039166795
2022-01-16,YORK REGION,1005788.0,939937.0,449049.0,1143703,87.94,82.17999999999999,39.26,2270,7347,80405,860,80365.0,900.0,0.6423870532821895,0.07519434678408643,7.03023424787729
2022-01-16,TORONTO,2526132.0,2373703.0,1098580.0,2851090,88.6,83.26,38.53,3895,19868,228577,3656,228441.0,3792.0,0.696856290050472,0.12823165876910234,8.017179394547348
2022-01-16,SOUTHWESTERN,169165.0,158598.0,73318.0,206207,82.04,76.91,35.56,4913,958,8018,126,8016.0,128.0,0.4645817067315853,0.06110364827576173,3.888325808532203
2022-01-16,HURON PERTH,117172.0,110673.0,62932.0,137903,84.97,80.25,45.629999999999995,5183,491,3958,78,3958.0,78.0,0.356047366627267,0.05656149612408722,2.8701333546043233
2022-01-17,ALGOMA DISTRICT,98390.0,91770.0,50384.0,112839,87.2,81.33,44.65,2226,564,2399,21,2399.0,21.0,0.49982718740860876,0.018610586765214154,2.1260379833213694
2022-01-17,BRANT COUNTY,124210.0,116015.0,54867.0,144945,85.69,80.04,37.85,2227,1010,7305,44,7305.0,44.0,0.696816033667943,0.030356342060781676,5.039842698954776
2022-01-17,DURHAM REGION,603551.0,562061.0,258510.0,671727,89.85,83.67,38.48,2230,6590,39641,394,39639.0,396.0,0.9810533148139051,0.05865478088568719,5.901355759110472
2022-01-17,GREY BRUCE,135472.0,127601.0,75624.0,167078,81.08,76.37,45.26,2233,418,4453,36,4453.0,36.0,0.2501825494679132,0.02154682244221262,2.6652222315325775
2022-01-17,HALDIMAND-NORFOLK,92521.0,87453.0,43123.0,114141,81.06,76.62,37.78,2234,796,4880,66,4871.0,75.0,0.6973830613013728,0.05782321865061634,4.275413742651633
2022-01-17,"HALIBURTON, KAWARTHA, PINE RIDGE",157461.0,148574.0,82114.0,183151,85.97,81.12,44.83,2235,863,4336,68,4331.0,73.0,0.4711958984662928,0.03712783440985853,2.367445441193332
2022-01-17,HALTON REGION,521808.0,483684.0,227562.0,579551,90.03999999999999,83.46000000000001,39.269999999999996,2236,3671,32711,241,32684.0,268.0,0.6334213900070917,0.041583915824491724,5.64419697317406
2022-01-17,CITY OF HAMILTON,477881.0,448461.0,228415.0,552042,86.57000000000001,81.24,41.38,2237,4674,36921,425,36913.0,433.0,0.8466747095329703,0.07698689592458545,6.688078081015575
2022-01-17,HASTINGS & PRINCE EDWARD COUNTIES,139591.0,130090.0,76878.0,164832,84.69,78.92,46.64,2238,1019,4119,23,4118.0,24.0,0.6182052028732286,0.013953601242477187,2.4989079790331976
2022-01-17,CHATHAM-KENT,85129.0,79963.0,42891.0,101565,83.82,78.73,42.230000000000004,2240,778,4367,41,4364.0,44.0,0.7660119135528972,0.040368237089548564,4.299709545611185
2022-01-17,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",184784.0,170805.0,108680.0,200252,92.28,85.3,54.269999999999996,2241,800,7141,26,7141.0,26.0,0.3994966342408565,0.012983640612827837,3.5660068313924453
2022-01-17,LAMBTON COUNTY,103631.0,97941.0,45961.0,126574,81.87,77.38000000000001,36.309999999999995,2242,1072,6655,93,6652.0,96.0,0.8469353895744781,0.0734748052522635,5.257793859718426
