date,phu_name,at_least_one_dose_cumulative,fully_vaccinated_cumulative,third_dose_cumulative,total_population,percent_at_least_one_dose,percent_fully_vaccinated,percent_3doses,phu_num,active_cases,resolved_cases,deaths,archived_resolved_cases,archived_deaths,percent_active_cases,percent_deaths,percent_resolved_cases
2022-02-09,ALGOMA DISTRICT,99466.0,94428.0,58962.0,112839,88.14999999999999,83.67999999999999,52.25,2226,548,3548,27,3548.0,27.0,0.48564769273035036,0.023927897269561054,3.144302944903801
2022-02-09,BRANT COUNTY,125547.0,119689.0,65558.0,144945,86.61999999999999,82.58,45.23,2227,345,9111,66,9111.0,66.0,0.23802131843112906,0.04553451309117251,6.285832557176859
2022-02-09,DURHAM REGION,603957.0,573324.0,312150.0,671727,89.91,85.35000000000001,46.47,2230,1341,49482,426,49476.0,432.0,0.19963467301448357,0.06341862095762117,7.36638545123242
2022-02-09,GREY BRUCE,137629.0,131214.0,85133.0,167078,82.37,78.53,50.949999999999996,2233,207,5455,50,5454.0,51.0,0.12389422904272257,0.02992614228085086,3.264942122840829
2022-02-09,HALDIMAND-NORFOLK,93030.0,88958.0,50177.0,114141,81.5,77.94,43.96,2234,341,6247,67,6236.0,78.0,0.29875329636151776,0.058699328024110535,5.473055256218187
2022-02-09,"HALIBURTON, KAWARTHA, PINE RIDGE",159944.0,152671.0,97277.0,183151,87.33,83.36,53.11,2235,476,5980,84,5974.0,90.0,0.2598948408690097,0.0458637954474723,3.265065437808148
2022-02-09,HALTON REGION,528797.0,499227.0,281863.0,579551,91.24,86.14,48.63,2236,931,39916,291,39881.0,326.0,0.16064160013527715,0.050211284252809504,6.887400763694654
2022-02-09,CITY OF HAMILTON,482776.0,457842.0,256779.0,552042,87.45,82.94,46.51,2237,1430,45066,493,45058.0,501.0,0.2590382615815463,0.08930479927251912,8.16350929820557
2022-02-09,HASTINGS & PRINCE EDWARD COUNTIES,141059.0,133440.0,84485.0,164832,85.58,80.96,51.25999999999999,2238,506,5658,35,5656.0,37.0,0.3069792273344982,0.021233741021160938,3.432585905649389
2022-02-09,CHATHAM-KENT,85947.0,81712.0,47685.0,101565,84.61999999999999,80.45,46.949999999999996,2240,338,5975,60,5969.0,66.0,0.3327918082016443,0.059075468911534486,5.882932112440309
2022-02-09,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",186376.0,176242.0,116536.0,200252,93.07,88.01,58.19,2241,400,8658,29,8658.0,29.0,0.19974831712042826,0.014481752991231047,4.323552324071669
2022-02-09,LAMBTON COUNTY,104907.0,100078.0,59702.0,126574,82.88,79.07,47.17,2242,518,8567,112,8563.0,116.0,0.4092467647384139,0.08848578697046787,6.768372651571412
2022-02-09,"LEEDS, GRENVILLE AND LANARK DISTRICT",161901.0,154721.0,100124.0,172131,94.06,89.89,58.17,2243,548,5447,79,5447.0,79.0,0.3183621776437713,0.045895277434047324,3.1644503314336174
2022-02-09,MIDDLESEX-LONDON,443898.0,422767.0,236471.0,485049,91.52,87.16000000000001,48.75,2244,1526,28449,315,28447.0,317.0,0.3146073901811982,0.06494189246859595,5.865180631235195
2022-02-09,NIAGARA REGION,401706.0,382360.0,220381.0,460171,87.29,83.09,47.89,2246,1224,30829,501,30824.0,506.0,0.2659880783447892,0.10887257128328381,6.699466068048617
2022-02-09,NORTH BAY PARRY SOUND DISTRICT,106262.0,100744.0,62453.0,123747,85.87,81.41000000000001,50.470000000000006,2247,281,2817,15,2817.0,15.0,0.2270762119485725,0.012121505975902447,2.2764188222744792
2022-02-09,NORTHWESTERN,73567.0,67193.0,37715.0,76333,96.38,88.03,49.41,2249,435,3223,9,3220.0,12.0,0.5698714841549527,0.011790444499757642,4.222289180302098
2022-02-09,CITY OF OTTAWA,921017.0,872939.0,534048.0,992312,92.82000000000001,87.97,53.82,2251,1852,57337,706,57321.0,722.0,0.1866348487169358,0.07114697796660728,5.778122203500511
2022-02-09,PEEL REGION,1322704.0,1245835.0,568835.0,1481534,89.28,84.09,38.4,2253,2862,165018,1088,164973.0,1133.0,0.19317815183451748,0.07343739664428896,11.138320146550805
2022-02-09,PETERBOROUGH COUNTY-CITY,124017.0,118108.0,75218.0,141576,87.6,83.42,53.13,2255,253,4863,50,4860.0,53.0,0.17870260496129287,0.035316720348081594,3.434904221054416
2022-02-09,PORCUPINE,70904.0,65636.0,35477.0,80737,87.82,81.3,43.94,2256,418,4128,42,4128.0,42.0,0.5177304086106741,0.0520207587599242,5.112897432403978
2022-02-09,RENFREW COUNTY AND DISTRICT,86327.0,81386.0,49497.0,103045,83.78,78.97999999999999,48.03,2257,243,2766,24,2766.0,24.0,0.2358193022465913,0.023290795283613955,2.6842641564365084
2022-02-09,EASTERN ONTARIO,180295.0,169736.0,100185.0,205075,87.92,82.77,48.85,2258,595,12280,181,12258.0,203.0,0.29013775448006823,0.08826039253931489,5.988053151286115
2022-02-09,SIMCOE MUSKOKA DISTRICT,497949.0,473880.0,271193.0,575014,86.6,82.41000000000001,47.160000000000004,2260,1357,31399,347,31369.0,377.0,0.23599425405294477,0.06034635678435655,5.460562699342972
2022-02-09,SUDBURY AND DISTRICT,173633.0,163989.0,95682.0,196072,88.56,83.64,48.8,2261,915,8827,92,8826.0,93.0,0.46666530662205724,0.046921539026480066,4.501917662899343
2022-02-09,THUNDER BAY DISTRICT,133354.0,125987.0,74449.0,149989,88.91,84.0,49.64,2262,662,6594,75,6594.0,75.0,0.44136570015134446,0.05000366693557527,4.396322396975778
2022-02-09,TIMISKAMING,27474.0,26031.0,15771.0,32164,85.42,80.93,49.03,2263,75,954,11,952.0,13.0,0.23317995274219622,0.03419972640218878,2.966048998880736
2022-02-09,WATERLOO REGION,510506.0,485360.0,273910.0,573162,89.07000000000001,84.68,47.79,2265,1091,37735,379,37735.0,379.0,0.1903475806142068,0.06612441159741923,6.58365348714674
2022-02-09,WELLINGTON-DUFFERIN-GUELPH,261703.0,249853.0,144941.0,295016,88.71,84.69,49.13,2266,538,17045,146,17040.0,151.0,0.18236299048187216,0.049488841283184634,5.777652737478645
2022-02-09,WINDSOR-ESSEX COUNTY,357025.0,338993.0,182180.0,410271,87.02,82.63000000000001,44.4,2268,1180,33828,572,33811.0,589.0,0.2876147716996814,0.13942004187476084,8.245281777166799
2022-02-09,YORK REGION,1017406.0,965797.0,544439.0,1143703,88.96,84.44,47.599999999999994,2270,896,94268,950,94209.0,1009.0,0.07834201711458307,0.08306352261032804,8.242349630979371
2022-02-09,TORONTO,2560680.0,2430591.0,1345881.0,2851090,89.81,85.25,47.21,3895,5028,263351,3940,263195.0,4096.0,0.17635360511243067,0.13819276136495165,9.236853273660248
2022-02-09,SOUTHWESTERN,171793.0,164685.0,93552.0,206207,83.31,79.86,45.37,4913,542,9940,141,9937.0,144.0,0.2628426775036735,0.06837789211811432,4.820398919532315
2022-02-09,HURON PERTH,117571.0,112187.0,70535.0,137903,85.26,81.35,51.15,5183,280,4967,90,4964.0,93.0,0.203041268137749,0.06526326475856217,3.6018070672864257
2022-02-10,ALGOMA DISTRICT,99528.0,94558.0,59176.0,112839,88.2,83.8,52.44,2226,573,3597,27,3597.0,27.0,0.5078031531651291,0.023927897269561054,3.1877276473559673
2022-02-10,BRANT COUNTY,125592.0,119789.0,65810.0,144945,86.65,82.64,45.4,2227,324,9148,70,9148.0,70.0,0.22353306426575598,0.04829418055124358,6.311359481182517
2022-02-10,DURHAM REGION,604166.0,573767.0,313278.0,671727,89.94,85.42,46.64,2230,1310,49648,426,49642.0,432.0,0.1950197029447975,0.06341862095762117,7.391097871605577
2022-02-10,GREY BRUCE,137642.0,131301.0,85303.0,167078,82.38,78.59,51.06,2233,221,5476,50,5475.0,51.0,0.1322735488813608,0.02992614228085086,3.277511102598786
2022-02-10,HALDIMAND-NORFOLK,93047.0,89004.0,50423.0,114141,81.52000000000001,77.98,44.18,2234,321,6289,69,6278.0,80.0,0.28123110889163405,0.0604515467710989,5.509851849904942
2022-02-10,"HALIBURTON, KAWARTHA, PINE RIDGE",159958.0,152738.0,97420.0,183151,87.33999999999999,83.39,53.190000000000005,2235,401,6082,85,6076.0,91.0,0.21894502350519518,0.04640979301232317,3.3207571894229346
2022-02-10,HALTON REGION,529076.0,500230.0,283309.0,579551,91.29,86.31,48.88,2236,906,40031,294,39995.0,330.0,0.15632791592111825,0.05072892635850857,6.907243711079785
2022-02-10,CITY OF HAMILTON,482989.0,458241.0,257545.0,552042,87.49,83.00999999999999,46.650000000000006,2237,1364,45249,495,45241.0,503.0,0.24708264950855188,0.08966709054745835,8.19665894986251
2022-02-10,HASTINGS & PRINCE EDWARD COUNTIES,141092.0,133508.0,84620.0,164832,85.6,81.0,51.339999999999996,2238,503,5708,35,5706.0,37.0,0.30515919238982725,0.021233741021160938,3.462919821393904
2022-02-10,CHATHAM-KENT,86015.0,81799.0,47895.0,101565,84.69,80.54,47.160000000000004,2240,324,6021,60,6015.0,66.0,0.3190075321222862,0.059075468911534486,5.9282233052724855
2022-02-10,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",186445.0,176453.0,116798.0,200252,93.11,88.12,58.330000000000005,2241,405,8697,30,8697.0,30.0,0.20224517108443363,0.01498112378403212,4.343027784990912
2022-02-10,LAMBTON COUNTY,104885.0,100130.0,59809.0,126574,82.86,79.11,47.25,2242,544,8618,113,8614.0,117.0,0.42978810814227253,0.08927583863984705,6.808665286709751
2022-02-10,"LEEDS, GRENVILLE AND LANARK DISTRICT",161979.0,154965.0,100652.0,172131,94.1,90.03,58.47,2243,535,5501,79,5501.0,79.0,0.3108097902179154,0.045895277434047324,3.1958217868948644
2022-02-10,MIDDLESEX-LONDON,444095.0,423224.0,237109.0,485049,91.56,87.25,48.88,2244,1511,28596,315,28594.0,317.0,0.31151491911126505,0.06494189246859595,5.895486847720539
2022-02-10,NIAGARA REGION,401873.0,382773.0,221385.0,460171,87.33,83.17999999999999,48.11,2246,1196,30946,506,30941.0,511.0,0.2599033837421306,0.10995912389090143,6.724891399066868
2022-02-10,NORTH BAY PARRY SOUND DISTRICT,106284.0,100835.0,62639.0,123747,85.89,81.47999999999999,50.62,2247,286,2857,17,2857.0,17.0,0.23111671394053998,0.01373770677268944,2.3087428382102195
2022-02-10,NORTHWESTERN,73676.0,67365.0,37962.0,76333,96.52,88.25,49.730000000000004,2249,463,3279,9,3276.0,12.0,0.6065528670430875,0.011790444499757642,4.295651946078367
2022-02-10,CITY OF OTTAWA,921300.0,873835.0,535204.0,992312,92.84,88.06,53.94,2251,1672,57682,712,57666.0,728.0,0.16849539257814072,0.07175162650456711,5.812889494433202
2022-02-10,PEEL REGION,1323320.0,1247176.0,571878.0,1481534,89.32,84.17999999999999,38.6,2253,2676,165475,1092,165430.0,1137.0,0.18062359689349014,0.07370738707312825,11.169166553045695
2022-02-10,PETERBOROUGH COUNTY-CITY,124074.0,118307.0,75464.0,141576,87.64,83.56,53.300000000000004,2255,249,4889,50,4886.0,53.0,0.17587726733344636,0.035316720348081594,3.4532689156354186
2022-02-10,PORCUPINE,70927.0,65727.0,35597.0,80737,87.85,81.41000000000001,44.09,2256,462,4161,42,4161.0,42.0,0.5722283463591662,0.0520207587599242,5.153770885715348
2022-02-10,RENFREW COUNTY AND DISTRICT,86348.0,81454.0,49708.0,103045,83.8,79.05,48.24,2257,248,2800,26,2800.0,26.0,0.24067155126401085,0.025231694890581784,2.7172594497549616
2022-02-10,EASTERN ONTARIO,180348.0,169890.0,100470.0,205075,87.94,82.84,48.99,2258,558,12347,181,12325.0,203.0,0.2720955747897111,0.08826039253931489,6.020724125320005
2022-02-10,SIMCOE MUSKOKA DISTRICT,498059.0,474152.0,271948.0,575014,86.61999999999999,82.46,47.29,2260,1340,31597,347,31567.0,377.0,0.23303780429693885,0.06034635678435655,5.494996643559983
2022-02-10,SUDBURY AND DISTRICT,173716.0,164150.0,96051.0,196072,88.6,83.72,48.99,2261,903,8904,94,8903.0,95.0,0.46054510587947284,0.04794157248357746,4.541188950997593
2022-02-10,THUNDER BAY DISTRICT,133458.0,126217.0,74739.0,149989,88.98,84.15,49.830000000000005,2262,685,6667,75,6667.0,75.0,0.4567001580115875,0.05000366693557527,4.444992632793072
2022-02-10,TIMISKAMING,27478.0,26072.0,15780.0,32164,85.42999999999999,81.06,49.059999999999995,2263,73,966,11,964.0,13.0,0.22696182066907103,0.03419972640218878,3.0033577913194875
2022-02-10,WATERLOO REGION,510716.0,485749.0,274760.0,573162,89.1,84.75,47.94,2265,1044,37907,381,37907.0,381.0,0.18214745569315482,0.06647335308342144,6.613662454942931
2022-02-10,WELLINGTON-DUFFERIN-GUELPH,261775.0,250108.0,145446.0,295016,88.73,84.78,49.3,2266,506,17119,147,17114.0,152.0,0.17151612115953033,0.04982780594950782,5.802736122786561
2022-02-10,WINDSOR-ESSEX COUNTY,357150.0,339257.0,182703.0,410271,87.05000000000001,82.69,44.529999999999994,2268,1152,34000,573,33983.0,590.0,0.28079001440511275,0.13966378320670972,8.287205286262008
2022-02-10,YORK REGION,1017836.0,966581.0,546432.0,1143703,88.99000000000001,84.50999999999999,47.78,2270,828,94498,951,94439.0,1010.0,0.07239641760142275,0.08315095789728627,8.262459746979767
2022-02-10,TORONTO,2561972.0,2433121.0,1352957.0,2851090,89.86,85.34,47.449999999999996,3895,4808,264123,3943,263967.0,4099.0,0.16863725803113896,0.13829798427969653,9.2639306370546
2022-02-10,SOUTHWESTERN,171821.0,164830.0,93912.0,206207,83.32000000000001,79.93,45.540000000000006,4913,524,9993,141,9990.0,144.0,0.2541135848928504,0.06837789211811432,4.846101247775294
2022-02-10,HURON PERTH,117616.0,112336.0,70906.0,137903,85.28999999999999,81.46,51.42,5183,281,5001,90,4998.0,93.0,0.20376641552395525,0.06526326475856217,3.6264620784174384
2022-02-11,ALGOMA DISTRICT,99553.0,94651.0,59302.0,112839,88.23,83.88,52.55,2226,573,3646,29,3646.0,29.0,0.5078031531651291,0.02570033410434336,3.2311523498081334
2022-02-11,BRANT COUNTY,125634.0,119863.0,65950.0,144945,86.68,82.69999999999999,45.5,2227,318,9174,71,9174.0,71.0,0.21939356307564936,0.048984097416261335,6.329297319672979
2022-02-11,DURHAM REGION,604698.0,574892.0,314798.0,671727,90.02,85.58,46.86,2230,1228,49833,427,49827.0,433.0,0.1828123627604667,0.0635674909598691,7.418638822021446
2022-02-11,GREY BRUCE,137645.0,131342.0,85396.0,167078,82.38,78.61,51.11,2233,210,5521,50,5520.0,51.0,0.12568979757957363,0.02992614228085086,3.304444630651552
2022-02-11,HALDIMAND-NORFOLK,93072.0,89084.0,50553.0,114141,81.54,78.05,44.29,2234,318,6334,71,6323.0,82.0,0.27860278077115147,0.062203765518087276,5.54927677171218
2022-02-11,"HALIBURTON, KAWARTHA, PINE RIDGE",159962.0,152828.0,97689.0,183151,87.33999999999999,83.44,53.339999999999996,2235,404,6129,85,6123.0,91.0,0.22058301619974777,0.04640979301232317,3.346419074970926
2022-02-11,HALTON REGION,529272.0,501127.0,284625.0,579551,91.32000000000001,86.47,49.11,2236,874,40151,295,40114.0,332.0,0.15080640012699487,0.050901473727074924,6.9279493953077464
2022-02-11,CITY OF HAMILTON,483206.0,458676.0,258297.0,552042,87.53,83.09,46.79,2237,1335,45388,496,45380.0,504.0,0.2418294260219331,0.08984823618492796,8.221838193470786
2022-02-11,HASTINGS & PRINCE EDWARD COUNTIES,141132.0,133779.0,84877.0,164832,85.61999999999999,81.16,51.49,2238,491,5755,35,5753.0,37.0,0.29787905261114345,0.021233741021160938,3.491433702193749
2022-02-11,CHATHAM-KENT,86044.0,81915.0,48134.0,101565,84.72,80.65,47.39,2240,333,6062,59,6055.0,66.0,0.32786885245901637,0.05809087776300891,5.968591542362034
2022-02-11,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",186503.0,176729.0,117037.0,200252,93.13,88.25,58.440000000000005,2241,401,8741,30,8741.0,30.0,0.20024768791322933,0.01498112378403212,4.365000099874158
2022-02-11,LAMBTON COUNTY,104901.0,100216.0,59931.0,126574,82.88,79.17999999999999,47.349999999999994,2242,548,8665,115,8661.0,119.0,0.4329483148197892,0.0908559419786054,6.845797715170572
2022-02-11,"LEEDS, GRENVILLE AND LANARK DISTRICT",162073.0,155232.0,101307.0,172131,94.16,90.18,58.85,2243,552,5541,79,5541.0,79.0,0.32068598915941926,0.045895277434047324,3.2190599020513444
2022-02-11,MIDDLESEX-LONDON,444261.0,423592.0,237669.0,485049,91.59,87.33,49.0,2244,1495,28717,322,28715.0,324.0,0.30821628330333634,0.06638504563456477,5.920432781018
2022-02-11,NIAGARA REGION,401932.0,383060.0,222033.0,460171,87.33999999999999,83.24000000000001,48.25,2246,1172,31093,507,31088.0,512.0,0.25468793122556616,0.11017643441242493,6.756836045730825
2022-02-11,NORTH BAY PARRY SOUND DISTRICT,106309.0,100906.0,62749.0,123747,85.91,81.54,50.71,2247,280,2902,16,2902.0,16.0,0.22626811155017898,0.012929606374295941,2.3451073561379268
2022-02-11,NORTHWESTERN,73699.0,67484.0,38112.0,76333,96.55,88.41,49.93,2249,538,3310,9,3307.0,12.0,0.7048065712077345,0.011790444499757642,4.3362634771330875
2022-02-11,CITY OF OTTAWA,921493.0,874696.0,536600.0,992312,92.86,88.14999999999999,54.08,2251,1601,57940,716,57924.0,732.0,0.16134038487894936,0.07215472552987368,5.838889381565475
2022-02-11,PEEL REGION,1323992.0,1248533.0,574660.0,1481534,89.37,84.27,38.79,2253,2468,165867,1100,165822.0,1145.0,0.16658409459384665,0.07424736793080686,11.195625615071945
2022-02-11,PETERBOROUGH COUNTY-CITY,124106.0,118460.0,75618.0,141576,87.66000000000001,83.67,53.410000000000004,2255,240,4918,51,4915.0,54.0,0.16952025767079168,0.03602305475504323,3.473752613437306
2022-02-11,PORCUPINE,70965.0,65789.0,35699.0,80737,87.9,81.49,44.22,2256,469,4199,42,4199.0,42.0,0.5808984728191535,0.0520207587599242,5.200837286498136
2022-02-11,RENFREW COUNTY AND DISTRICT,86381.0,81525.0,49863.0,103045,83.83,79.12,48.39,2257,245,2827,26,2827.0,26.0,0.23776020185355914,0.025231694890581784,2.743461594449027
2022-02-11,EASTERN ONTARIO,180389.0,170044.0,100754.0,205075,87.96000000000001,82.92,49.13,2258,539,12413,181,12391.0,203.0,0.2628306717054736,0.08826039253931489,6.052907472875777
2022-02-11,SIMCOE MUSKOKA DISTRICT,498151.0,474401.0,272513.0,575014,86.63,82.5,47.39,2260,1241,31826,351,31796.0,381.0,0.21582083218843368,0.061041992021063834,5.534821760861474
2022-02-11,SUDBURY AND DISTRICT,173802.0,164425.0,96392.0,196072,88.64,83.86,49.16,2261,940,8963,97,8962.0,98.0,0.4794157248357746,0.04947162266922355,4.571279937981966
2022-02-11,THUNDER BAY DISTRICT,133520.0,126461.0,75085.0,149989,89.02,84.31,50.06,2262,708,6751,77,6751.0,77.0,0.4720346158718306,0.051337098053857284,4.500996739760916
2022-02-11,TIMISKAMING,27488.0,26146.0,15860.0,32164,85.46000000000001,81.28999999999999,49.309999999999995,2263,80,970,11,968.0,13.0,0.2487252829250093,0.03419972640218878,3.015794055465738
2022-02-11,WATERLOO REGION,510987.0,486368.0,275679.0,573162,89.14999999999999,84.86,48.1,2265,997,38053,381,38053.0,381.0,0.1739473307721028,0.06647335308342144,6.639135183421092
2022-02-11,WELLINGTON-DUFFERIN-GUELPH,261850.0,250493.0,145974.0,295016,88.75999999999999,84.91,49.480000000000004,2266,524,17170,148,17165.0,153.0,0.1776174851533476,0.050166770615831004,5.820023320769043
2022-02-11,WINDSOR-ESSEX COUNTY,357375.0,339630.0,183190.0,410271,87.11,82.78,44.65,2268,1063,34213,573,34196.0,590.0,0.25909703586166216,0.13966378320670972,8.339122189967119
2022-02-11,YORK REGION,1018127.0,967361.0,548270.0,1143703,89.02,84.58,47.94,2270,779,94704,955,94645.0,1014.0,0.06811208854046899,0.08350069904511923,8.280471416093164
2022-02-11,TORONTO,2563143.0,2435699.0,1359235.0,2851090,89.9,85.42999999999999,47.67,3895,4584,264725,3945,264568.0,4102.0,0.1607806137301874,0.13836813288952646,9.285045368613408
2022-02-11,SOUTHWESTERN,171869.0,165014.0,94272.0,206207,83.35000000000001,80.02,45.72,4913,527,10037,144,10034.0,147.0,0.2555684336613209,0.06983274088658484,4.867439029712861
2022-02-11,HURON PERTH,117642.0,112448.0,71150.0,137903,85.31,81.54,51.59,5183,279,5034,91,5031.0,94.0,0.20231612075154276,0.06598841214476843,3.6503919421622446
2022-02-12,ALGOMA DISTRICT,99589.0,94752.0,59435.0,112839,88.26,83.97,52.669999999999995,2226,615,3680,28,3680.0,28.0,0.5450243266955573,0.024814115686952205,3.261283775999433
2022-02-12,BRANT COUNTY,125709.0,120015.0,66138.0,144945,86.72999999999999,82.8,45.629999999999995,2227,309,9207,72,9207.0,72.0,0.2131843112904895,0.04967401428127911,6.352064576218567
2022-02-12,DURHAM REGION,605028.0,575965.0,316180.0,671727,90.07,85.74000000000001,47.07,2230,1204,49961,427,49955.0,433.0,0.17923948270651618,0.0635674909598691,7.437694182309182
2022-02-12,GREY BRUCE,137662.0,131393.0,85474.0,167078,82.39,78.64,51.160000000000004,2233,197,5564,51,5563.0,52.0,0.11790900058655238,0.030524665126467874,3.330181113013084
2022-02-12,HALDIMAND-NORFOLK,93116.0,89218.0,50756.0,114141,81.58,78.16,44.47,2234,307,6364,72,6353.0,83.0,0.2689655776627154,0.06307987489158147,5.575560052917006
2022-02-12,"HALIBURTON, KAWARTHA, PINE RIDGE",160008.0,152948.0,97919.0,183151,87.36,83.50999999999999,53.459999999999994,2235,404,6168,85,6162.0,91.0,0.22058301619974777,0.04640979301232317,3.3677129800001095
2022-02-12,HALTON REGION,529515.0,502219.0,286346.0,579551,91.36999999999999,86.66,49.41,2236,860,40243,297,40206.0,334.0,0.1483907369670659,0.05124656846420764,6.9438237532158515
2022-02-12,CITY OF HAMILTON,483430.0,459236.0,259161.0,552042,87.57000000000001,83.19,46.949999999999996,2237,1259,45562,496,45554.0,504.0,0.22806235757424254,0.08984823618492796,8.2533575343905
2022-02-12,HASTINGS & PRINCE EDWARD COUNTIES,141177.0,133884.0,85084.0,164832,85.65,81.22,51.62,2238,515,5792,35,5790.0,37.0,0.31243933216851094,0.021233741021160938,3.5138807998446904
2022-02-12,CHATHAM-KENT,86045.0,81932.0,48229.0,101565,84.72,80.67,47.49,2240,326,6101,62,6094.0,69.0,0.3209767144193374,0.06104465120858563,6.006990597154531
2022-02-12,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",186596.0,176940.0,117278.0,200252,93.17999999999999,88.36,58.57,2241,422,8779,30,8779.0,30.0,0.21073447456205183,0.01498112378403212,4.383976190000599
2022-02-12,LAMBTON COUNTY,104962.0,100310.0,60352.0,126574,82.93,79.25,47.68,2242,485,8743,116,8739.0,120.0,0.38317505964890103,0.09164599364798458,6.907421745382147
2022-02-12,"LEEDS, GRENVILLE AND LANARK DISTRICT",162099.0,155392.0,101669.0,172131,94.17,90.28,59.06,2243,551,5596,80,5596.0,80.0,0.3201050362805073,0.04647623031295932,3.251012310391504
2022-02-12,MIDDLESEX-LONDON,444418.0,424073.0,238400.0,485049,91.62,87.42999999999999,49.15,2244,1494,28841,326,28839.0,328.0,0.30801011856534083,0.06720970458654693,5.945997208529447
2022-02-12,NIAGARA REGION,402030.0,383489.0,222764.0,460171,87.37,83.34,48.41,2246,1132,31230,507,31225.0,512.0,0.24599551036462533,0.11017643441242493,6.786607587179548
2022-02-12,NORTH BAY PARRY SOUND DISTRICT,106330.0,100934.0,62838.0,123747,85.92999999999999,81.56,50.78,2247,281,2936,16,2936.0,16.0,0.2270762119485725,0.012929606374295941,2.3725827696833055
2022-02-12,NORTHWESTERN,73770.0,67554.0,38277.0,76333,96.64,88.5,50.13999999999999,2249,545,3343,9,3340.0,12.0,0.7139769169297683,0.011790444499757642,4.379495106965533
2022-02-12,CITY OF OTTAWA,921729.0,875567.0,537835.0,992312,92.89,88.24,54.2,2251,1533,58162,720,58146.0,736.0,0.1544877014487379,0.07255782455518023,5.861261377469989
2022-02-12,PEEL REGION,1324713.0,1250377.0,578349.0,1481534,89.41,84.39999999999999,39.04,2253,2373,166210,1105,166165.0,1150.0,0.16017182190891333,0.07458485596685598,11.218777294344916
2022-02-12,PETERBOROUGH COUNTY-CITY,124143.0,118593.0,75789.0,141576,87.69,83.77,53.53,2255,246,4942,51,4939.0,54.0,0.17375826411256146,0.03602305475504323,3.4907046392043846
2022-02-12,PORCUPINE,70982.0,65854.0,35764.0,80737,87.92,81.57,44.3,2256,464,4238,43,4238.0,43.0,0.574705525347734,0.05325934825420811,5.249142276775209
2022-02-12,RENFREW COUNTY AND DISTRICT,86386.0,81548.0,49937.0,103045,83.83,79.14,48.46,2257,243,2849,28,2849.0,28.0,0.2358193022465913,0.027172594497549614,2.7648114901256733
2022-02-12,EASTERN ONTARIO,180421.0,170241.0,101087.0,205075,87.98,83.00999999999999,49.29,2258,546,12460,181,12438.0,203.0,0.2662440570522979,0.08826039253931489,6.075825917347312
2022-02-12,SIMCOE MUSKOKA DISTRICT,498236.0,474768.0,273223.0,575014,86.65,82.57,47.52,2260,1260,32043,352,32013.0,382.0,0.21912509956279325,0.06121590083024065,5.5725599724528445
2022-02-12,SUDBURY AND DISTRICT,173856.0,164554.0,96757.0,196072,88.67,83.93,49.35,2261,958,9048,97,9047.0,98.0,0.4885960259496512,0.04947162266922355,4.614631359908605
2022-02-12,THUNDER BAY DISTRICT,133607.0,126610.0,75292.0,149989,89.08,84.41,50.2,2262,765,6803,77,6803.0,77.0,0.5100374027428678,0.051337098053857284,4.5356659488362485
2022-02-12,TIMISKAMING,27487.0,26152.0,15883.0,32164,85.46000000000001,81.31,49.38,2263,86,974,11,970.0,15.0,0.267379679144385,0.03419972640218878,3.0282303196119886
2022-02-12,WATERLOO REGION,511224.0,486922.0,276457.0,573162,89.19,84.95,48.230000000000004,2265,985,38178,381,38178.0,381.0,0.17185368185608957,0.06647335308342144,6.660944026296231
2022-02-12,WELLINGTON-DUFFERIN-GUELPH,261916.0,250803.0,146540.0,295016,88.78,85.00999999999999,49.669999999999995,2266,533,17214,148,17209.0,153.0,0.18066816715025627,0.050166770615831004,5.834937766087263
2022-02-12,WINDSOR-ESSEX COUNTY,357556.0,339976.0,183721.0,410271,87.15,82.87,44.78,2268,1030,34337,573,34320.0,590.0,0.25105357190734906,0.13966378320670972,8.369346115128781
2022-02-12,YORK REGION,1018458.0,968428.0,550373.0,1143703,89.05,84.67,48.120000000000005,2270,750,94869,955,94810.0,1014.0,0.06557646521868002,0.08350069904511923,8.294898238441274
2022-02-12,TORONTO,2564329.0,2438324.0,1366234.0,2851090,89.94,85.52,47.92,3895,4484,265291,3950,265132.0,4109.0,0.15727318323869116,0.13854350441410127,9.304897425195275
2022-02-12,SOUTHWESTERN,171919.0,165197.0,94634.0,206207,83.37,80.11,45.89,4913,509,10092,144,10089.0,147.0,0.2468393410504978,0.06983274088658484,4.894111257134821
2022-02-12,HURON PERTH,117672.0,112560.0,71299.0,137903,85.33,81.62,51.7,5183,286,5063,90,5059.0,94.0,0.2073921524549865,0.06526326475856217,3.671421216362226
2022-02-13,ALGOMA DISTRICT,99601.0,94801.0,59465.0,112839,88.27000000000001,84.00999999999999,52.7,2226,597,3731,28,3731.0,28.0,0.5290723951825167,0.024814115686952205,3.3064809152863814
2022-02-13,BRANT COUNTY,125737.0,120109.0,66229.0,144945,86.75,82.87,45.69,2227,291,9246,74,9246.0,74.0,0.20076580772016972,0.051053848011314636,6.378971333954259
2022-02-13,DURHAM REGION,605249.0,576984.0,317239.0,671727,90.10000000000001,85.9,47.23,2230,1167,50094,428,50088.0,434.0,0.17373129262334253,0.06371636096211705,7.4574938926081575
